Município,2013,2014,2015,2016,2017
Santa Bárbara do Tugúrio (MG),46.555,42.718,50.506,50.347,56.009
Santa Cruz de Minas (MG),69.723,69.430,80.655,75.033,88.465
Santa Cruz de Salinas (MG),30.975,33.692,34.425,36.256,37.556
Santa Cruz do Escalvado (MG),40.366,41.818,39.716,45.421,48.725
Santa Efigênia de Minas (MG),29.082,31.466,33.646,37.748,39.966
Santa Fé de Minas (MG),29.859,33.154,34.847,37.587,37.873
Santa Helena de Minas (MG),32.444,36.325,39.157,41.402,44.429
Santa Juliana (MG),441.227,729.073,667.352,643.385,640.224
Santa Luzia (MG),3.160.573,3.240.402,3.244.736,3.303.465,3.785.048
Santa Margarida (MG),168.456,211.540,227.220,262.256,271.958
Santa Maria de Itabira (MG),135.951,147.905,133.276,146.043,165.438
Santa Maria do Salto (MG),32.943,34.665,36.326,38.936,40.113
Santa Maria do Suaçuí (MG),104.503,111.569,116.969,125.547,133.387
Santana da Vargem (MG),120.529,121.800,115.300,157.760,136.252
Santana de Cataguases (MG),38.190,41.715,44.709,44.221,38.773
Santana de Pirapama (MG),73.050,82.203,80.777,92.551,83.329
Santana do Deserto (MG),30.583,35.561,35.710,37.445,39.325
Santana do Garambéu (MG),22.608,23.744,24.769,28.546,28.649
Santana do Jacaré (MG),51.029,54.450,67.686,71.801,76.013
Santana do Manhuaçu (MG),63.513,76.402,88.747,101.613,109.821
Santana do Paraíso (MG),466.847,451.033,472.026,502.905,490.303
Santana do Riacho (MG),41.524,47.645,50.649,60.539,61.255
Santana dos Montes (MG),28.558,30.673,32.295,35.680,32.700
Santa Rita de Caldas (MG),136.209,134.174,147.997,171.508,146.479
Santa Rita de Jacutinga (MG),45.918,47.728,50.494,54.963,55.138
Santa Rita de Minas (MG),60.109,68.530,78.071,82.084,77.652
Santa Rita de Ibitipoca (MG),32.935,36.455,35.711,55.409,56.789
Santa Rita do Itueto (MG),71.775,89.447,88.329,121.921,126.013
Santa Rita do Sapucaí (MG),1.266.645,1.360.090,1.427.752,1.632.605,1.558.173
Santa Rosa da Serra (MG),39.007,49.028,43.909,51.001,55.863
Santa Vitória (MG),506.637,502.153,593.277,690.558,721.373
Santo Antônio do Amparo (MG),178.336,233.984,220.355,303.840,249.715
Santo Antônio do Aventureiro (MG),35.368,36.512,36.788,42.577,44.598
Santo Antônio do Grama (MG),43.048,47.636,53.419,69.918,70.856
Santo Antônio do Itambé (MG),29.520,28.547,30.977,32.656,34.641
Santo Antônio do Jacinto (MG),66.769,71.348,76.766,83.051,89.129
Santo Antônio do Monte (MG),409.117,429.739,446.273,489.251,529.044
Santo Antônio do Retiro (MG),39.618,45.465,46.809,50.611,48.678
Santo Antônio do Rio Abaixo (MG),20.155,21.208,20.110,20.420,22.201
Santo Hipólito (MG),34.248,35.823,38.124,38.918,33.654
Santos Dumont (MG),611.489,686.265,847.675,920.427,906.123
São Bento Abade (MG),48.635,59.132,57.674,69.926,60.872
São Brás do Suaçuí (MG),64.107,76.792,65.826,59.089,51.230
São Domingos das Dores (MG),42.560,55.359,60.036,85.392,66.634
São Domingos do Prata (MG),187.060,199.160,189.910,227.521,241.204
São Félix de Minas (MG),31.307,30.009,30.135,36.050,35.929
São Francisco (MG),361.880,393.233,433.576,480.975,495.013
São Francisco de Paula (MG),64.172,78.137,85.683,100.674,96.228
São Francisco de Sales (MG),132.621,120.225,120.585,141.189,144.458
São Francisco do Glória (MG),40.354,49.360,51.229,59.590,53.372
São Geraldo (MG),127.328,132.268,148.466,157.154,204.659
São Geraldo da Piedade (MG),35.826,32.597,36.750,37.374,36.105
São Geraldo do Baixio (MG),27.201,31.974,35.563,39.639,37.035
São Gonçalo do Abaeté (MG),172.060,164.374,175.879,209.782,211.087
São Gonçalo do Pará (MG),149.490,160.605,165.408,177.395,232.681
São Gonçalo do Rio Abaixo (MG),3.532.063,2.762.903,1.793.478,2.074.667,3.125.581
São Gonçalo do Sapucaí (MG),514.161,529.356,556.874,633.300,612.130
São Gotardo (MG),544.858,568.745,632.428,721.129,757.619
São João Batista do Glória (MG),123.828,121.286,123.110,121.020,140.981
São João da Lagoa (MG),42.770,40.231,41.278,43.040,42.221
São João da Mata (MG),31.934,36.430,35.404,39.942,42.207
São João da Ponte (MG),148.056,171.111,183.032,191.964,195.981
São João das Missões (MG),51.927,59.416,63.743,69.512,78.291
São João del Rei (MG),1.498.690,1.612.004,1.666.512,1.830.357,2.033.470
São João do Manhuaçu (MG),116.069,129.976,149.886,165.926,148.526
São João do Manteninha (MG),48.748,55.298,59.188,63.341,54.143
São João do Oriente (MG),58.578,66.477,72.472,78.234,79.679
São João do Pacuí (MG),25.130,28.492,31.528,35.325,33.974
São João do Paraíso (MG),144.036,168.927,195.204,190.330,200.161
São João Evangelista (MG),141.741,146.944,160.034,176.000,169.054
São João Nepomuceno (MG),296.917,351.938,357.300,377.129,413.804
São Joaquim de Bicas (MG),536.542,532.247,519.948,568.278,602.811
São José da Barra (MG),362.631,316.032,364.981,563.311,685.066
São José da Lapa (MG),451.281,477.599,447.503,460.955,490.896
São José da Safira (MG),30.446,37.636,36.091,38.440,38.415
São José da Varginha (MG),81.381,80.380,79.854,86.119,83.216
São José do Alegre (MG),31.596,36.109,40.292,39.355,42.758
São José do Divino (MG),31.447,33.105,34.761,39.341,36.655
São José do Goiabal (MG),41.349,46.079,47.542,52.066,54.074
São José do Jacuri (MG),53.776,57.555,59.823,63.367,64.897
São José do Mantimento (MG),23.063,25.429,26.850,28.806,31.435
São Lourenço (MG),746.154,811.055,864.790,917.144,977.055
São Miguel do Anta (MG),53.389,59.883,64.997,73.048,77.373
São Pedro da União (MG),58.909,77.769,78.908,101.172,98.055
São Pedro dos Ferros (MG),104.557,108.365,102.397,112.523,110.094
São Pedro do Suaçuí (MG),47.277,46.021,46.518,57.843,57.938
São Romão (MG),108.599,101.403,109.774,175.840,142.497
São Roque de Minas (MG),122.381,142.969,141.341,192.173,193.996
São Sebastião da Bela Vista (MG),80.451,96.898,203.074,257.914,339.819
São Sebastião da Vargem Alegre (MG),33.653,50.093,55.429,51.532,46.152
São Sebastião do Anta (MG),40.958,50.885,52.905,53.201,68.162
São Sebastião do Maranhão (MG),57.997,59.393,63.286,69.623,73.154
São Sebastião do Oeste (MG),297.694,349.892,384.884,283.515,301.817
São Sebastião do Paraíso (MG),1.303.937,1.473.437,1.650.934,1.628.740,1.937.801
São Sebastião do Rio Preto (MG),16.266,16.755,17.075,18.130,18.767
São Sebastião do Rio Verde (MG),20.131,22.429,22.926,24.811,27.162
São Tiago (MG),114.775,127.053,135.486,162.382,161.471
São Tomás de Aquino (MG),86.031,123.362,104.480,149.692,138.381
São Tomé das Letras (MG),74.743,84.069,82.187,99.139,89.577
São Vicente de Minas (MG),103.416,135.613,129.054,143.718,163.002
Sapucaí-Mirim (MG),79.439,81.964,83.423,89.924,97.188
Sardoá (MG),41.197,44.702,48.524,57.515,58.901
Sarzedo (MG),794.835,940.360,739.195,793.584,895.184
Setubinha (MG),53.693,62.548,65.777,72.188,86.745
Sem-Peixe (MG),25.516,27.470,26.814,29.246,29.917
Senador Amaral (MG),46.336,48.357,50.398,59.181,55.958
Senador Cortes (MG),16.429,18.684,21.214,23.290,26.799
Senador Firmino (MG),60.577,62.778,68.497,71.518,72.191
Senador José Bento (MG),20.401,23.297,23.925,27.251,22.674
Senador Modestino Gonçalves (MG),44.144,81.746,73.108,38.259,92.084
Senhora de Oliveira (MG),45.962,50.061,51.573,69.889,68.279
Senhora do Porto (MG),27.966,28.513,29.739,34.855,37.487
Senhora dos Remédios (MG),68.631,69.348,78.480,88.279,79.254
Sericita (MG),67.980,75.885,80.567,84.633,70.906
Seritinga (MG),40.069,39.485,51.496,33.282,33.080
Serra Azul de Minas (MG),25.110,27.465,29.738,31.613,31.825
Serra da Saudade (MG),14.193,15.306,16.599,17.912,19.080
Serra dos Aimorés (MG),91.489,98.617,107.942,96.715,83.634
Serra do Salitre (MG),188.619,290.456,231.577,406.612,345.011
Serrania (MG),86.595,100.846,101.360,120.263,124.619
Serranópolis de Minas (MG),26.335,28.878,30.371,31.805,34.898
Serranos (MG),34.821,28.202,28.621,27.532,27.790
Serro (MG),180.994,195.152,203.907,220.012,224.585
Sete Lagoas (MG),8.140.259,8.054.271,7.680.951,7.268.417,8.265.467
Silveirânia (MG),20.017,22.913,23.832,24.817,27.033
Silvianópolis (MG),77.965,90.320,97.885,120.016,121.074
Simão Pereira (MG),31.895,33.329,61.311,57.755,72.691
Simonésia (MG),119.801,138.725,167.435,174.128,190.366
Sobrália (MG),42.395,44.518,48.860,49.502,50.680
Soledade de Minas (MG),45.580,50.572,51.543,53.995,57.999
Tabuleiro (MG),35.143,42.538,47.007,50.191,49.486
Taiobeiras (MG),316.258,367.247,393.339,395.892,439.707
Taparuba (MG),26.779,33.798,31.723,33.725,36.570
Tapira (MG),471.162,486.692,419.248,579.365,681.372
Tapiraí (MG),36.686,39.318,41.295,46.803,33.544
Taquaraçu de Minas (MG),41.501,46.506,45.910,47.929,47.237
Tarumirim (MG),102.555,129.770,128.152,138.486,137.622
Teixeiras (MG),94.244,104.347,112.431,124.197,130.976
Teófilo Otoni (MG),1.923.710,2.140.196,2.265.233,2.343.819,2.366.137
Timóteo (MG),2.507.129,2.748.183,2.793.735,2.633.274,2.878.090
Tiradentes (MG),101.756,124.522,137.939,140.530,154.768
Tiros (MG),133.729,139.733,149.015,183.757,190.596
Tocantins (MG),214.377,239.494,246.822,274.274,281.415
Tocos do Moji (MG),39.919,44.086,49.781,55.638,49.780
Toledo (MG),45.686,47.484,53.844,64.905,88.771
Tombos (MG),83.155,95.054,97.301,99.365,91.085
Três Corações (MG),1.775.711,1.839.139,2.010.261,2.210.695,2.215.991
Três Marias (MG),1.137.681,1.207.172,1.488.888,1.453.991,1.668.395
Três Pontas (MG),860.338,985.106,1.041.895,1.271.784,1.254.687
Tumiritinga (MG),42.981,48.954,50.218,50.595,54.332
Tupaciguara (MG),433.252,498.096,519.117,649.209,688.934
Turmalina (MG),200.483,285.890,272.000,238.098,309.302
Turvolândia (MG),76.950,79.103,80.951,97.533,113.108
Ubá (MG),2.300.542,2.488.955,2.369.816,2.468.108,2.862.007
Ubaí (MG),70.204,75.974,82.302,85.976,93.301
Ubaporanga (MG),88.862,99.336,102.767,114.092,122.672
Uberaba (MG),10.864.034,11.564.234,12.514.706,13.463.502,13.153.000
Uberlândia (MG),25.718.586,28.390.937,29.472.293,32.553.439,34.211.313
Umburatiba (MG),35.434,36.037,35.432,29.798,30.648
Unaí (MG),2.236.061,2.202.016,2.439.202,3.138.955,2.672.946
União de Minas (MG),95.443,108.283,103.925,129.066,131.469
Uruana de Minas (MG),38.622,41.237,43.532,56.302,50.289
Urucânia (MG),152.209,149.616,153.423,166.111,176.483
Urucuia (MG),80.062,99.944,112.196,126.402,129.423
Vargem Alegre (MG),41.328,45.618,49.704,54.924,57.846
Vargem Bonita (MG),28.960,35.035,36.808,44.872,41.966
Vargem Grande do Rio Pardo (MG),32.064,33.993,50.419,40.970,44.770
Varginha (MG),4.064.743,4.559.730,4.609.287,4.493.128,5.442.494
Varjão de Minas (MG),136.702,137.726,146.969,198.670,181.466
Várzea da Palma (MG),686.606,628.284,507.552,592.948,678.696
Varzelândia (MG),120.498,129.701,139.935,145.858,150.629
Vazante (MG),516.676,576.892,537.249,581.500,644.764
Verdelândia (MG),71.376,73.452,73.925,87.696,84.673
Veredinha (MG),66.931,63.408,50.398,60.828,86.482
Veríssimo (MG),98.689,99.617,94.290,130.884,127.936
Vermelho Novo (MG),33.468,38.467,49.036,54.401,44.921
Vespasiano (MG),2.352.155,2.658.099,3.095.114,2.819.792,2.594.552
Viçosa (MG),1.185.972,1.304.973,1.397.321,1.507.901,1.557.715
Vieiras (MG),33.005,40.332,39.077,42.467,37.684
Mathias Lobato (MG),28.347,32.132,30.346,32.162,32.181
Virgem da Lapa (MG),85.270,93.235,101.876,103.029,111.829
Virgínia (MG),101.883,122.577,116.889,121.360,106.276
Virginópolis (MG),115.532,123.590,128.514,136.145,139.959
Virgolândia (MG),40.353,41.236,45.228,47.848,50.198
Visconde do Rio Branco (MG),906.204,930.992,990.146,1.053.581,1.130.961
Volta Grande (MG),80.768,56.537,58.918,79.725,63.066
Wenceslau Braz (MG),22.205,23.288,24.028,24.931,26.041
Afonso Cláudio (ES),345.571,375.826,393.452,472.430,440.152
Águia Branca (ES),136.120,149.072,162.082,166.986,191.694
Água Doce do Norte (ES),120.249,134.046,138.073,143.132,137.382
Alegre (ES),430.332,464.737,431.763,488.471,484.465
Alfredo Chaves (ES),286.364,313.747,296.499,349.918,340.072
Alto Rio Novo (ES),68.889,75.112,80.924,85.412,92.149
Anchieta (ES),4.087.004,4.641.771,2.715.010,713.392,804.793
Apiacá (ES),69.642,72.855,80.362,93.234,95.607
Aracruz (ES),5.212.951,4.991.882,5.315.366,4.609.679,5.202.206
Atílio Vivácqua (ES),207.846,211.422,249.505,259.968,264.370
Baixo Guandu (ES),498.660,621.548,602.057,656.942,616.782
Barra de São Francisco (ES),696.577,762.219,828.118,845.556,783.726
Boa Esperança (ES),193.169,198.087,236.005,219.879,255.900
Bom Jesus do Norte (ES),105.093,113.868,122.523,133.927,142.977
Brejetuba (ES),182.367,196.678,197.555,259.539,209.566
Cachoeiro de Itapemirim (ES),4.239.610,4.944.394,4.795.239,4.822.906,4.757.488
Cariacica (ES),6.902.214,8.525.655,8.093.571,7.400.654,8.002.899
Castelo (ES),631.550,664.951,785.252,887.942,863.784
Colatina (ES),2.527.055,2.990.560,3.189.665,3.243.610,3.333.083
Conceição da Barra (ES),425.608,404.856,601.922,420.133,424.527
Conceição do Castelo (ES),162.367,175.877,186.179,204.839,198.231
Divino de São Lourenço (ES),47.749,49.265,53.943,66.222,67.244
Domingos Martins (ES),600.641,620.549,619.426,685.780,706.255
Dores do Rio Preto (ES),94.730,94.375,117.020,127.335,127.312
Ecoporanga (ES),336.635,358.674,325.242,344.418,303.762
Fundão (ES),463.419,455.320,433.492,367.802,421.892
Governador Lindenberg (ES),146.946,170.313,183.127,189.250,179.070
Guaçuí (ES),376.769,445.931,503.807,567.641,525.457
Guarapari (ES),1.805.131,1.901.652,2.045.120,2.080.766,2.161.064
Ibatiba (ES),239.629,237.556,275.288,329.772,318.253
Ibiraçu (ES),194.447,274.405,234.276,232.683,242.639
Ibitirama (ES),88.921,98.459,110.672,154.690,146.380
Iconha (ES),255.245,265.044,279.446,288.700,332.003
Irupi (ES),148.700,147.972,166.706,233.130,193.602
Itaguaçu (ES),188.407,197.676,219.063,246.058,251.555
Itapemirim (ES),6.346.650,7.275.172,4.666.049,1.985.247,3.130.547
Itarana (ES),166.987,184.387,195.721,204.689,211.073
Iúna (ES),320.146,337.479,373.256,430.458,411.720
Jaguaré (ES),700.924,626.715,572.573,490.816,460.373
Jerônimo Monteiro (ES),113.689,114.320,124.339,134.627,141.196
João Neiva (ES),304.089,330.389,331.361,342.795,352.217
Laranja da Terra (ES),107.321,115.313,120.050,133.893,134.529
Linhares (ES),5.201.284,5.288.970,5.241.588,5.277.778,5.481.441
Mantenópolis (ES),119.031,128.201,131.523,145.094,167.174
Marataízes (ES),4.512.898,4.387.765,2.498.852,1.119.057,1.611.911
Marechal Floriano (ES),291.498,308.348,349.314,375.344,416.725
Marilândia (ES),186.411,199.748,209.809,227.215,255.451
Mimoso do Sul (ES),367.146,409.553,445.900,450.517,463.953
Montanha (ES),278.992,290.600,319.882,340.027,343.194
Mucurici (ES),65.997,67.394,73.157,75.905,72.192
Muniz Freire (ES),206.822,214.211,250.331,308.640,277.266
Muqui (ES),138.932,147.408,156.423,169.397,195.163
Nova Venécia (ES),746.764,883.797,991.902,962.169,930.594
Pancas (ES),156.793,212.579,216.672,213.179,237.776
Pedro Canário (ES),274.230,270.095,291.385,291.988,287.403
Pinheiros (ES),361.169,388.908,399.477,415.544,464.113
Piúma (ES),447.283,673.608,501.375,348.796,472.552
Ponto Belo (ES),74.256,75.655,79.699,82.255,81.260
Presidente Kennedy (ES),7.984.035,9.152.945,5.803.123,1.927.271,3.437.934
Rio Bananal (ES),271.454,322.117,385.828,405.559,380.375
Rio Novo do Sul (ES),156.572,169.230,192.229,191.278,178.825
Santa Leopoldina (ES),152.792,173.356,174.353,199.466,197.705
Santa Maria de Jetibá (ES),841.532,1.023.059,1.034.553,1.043.357,1.368.187
Santa Teresa (ES),340.628,361.001,404.856,429.982,466.457
São Domingos do Norte (ES),135.298,179.548,196.785,226.592,229.837
São Gabriel da Palha (ES),497.278,553.561,568.766,557.783,569.182
São José do Calçado (ES),118.489,116.906,134.707,175.709,164.217
São Mateus (ES),1.781.741,1.978.439,2.125.103,2.020.713,2.111.893
São Roque do Canaã (ES),168.048,188.677,186.284,179.242,217.751
Serra (ES),15.462.604,17.544.182,17.788.224,18.331.285,18.595.239
Sooretama (ES),414.608,516.708,494.119,485.592,560.705
Vargem Alta (ES),304.545,327.401,349.612,382.196,377.215
Venda Nova do Imigrante (ES),431.860,465.801,503.307,542.210,578.502
Viana (ES),1.549.708,1.609.226,1.810.309,2.082.201,2.142.039
Vila Pavão (ES),138.269,148.321,142.748,153.092,136.966
Vila Valério (ES),210.062,254.762,281.385,242.159,257.152
Vila Velha (ES),10.059.210,10.983.451,11.120.565,11.049.294,10.959.511
Vitória (ES),22.249.693,23.438.119,23.060.736,21.721.213,20.252.080
Angra dos Reis (RJ),6.378.172,7.756.628,7.600.989,9.294.025,10.106.295
Aperibé (RJ),134.907,142.621,156.723,167.714,171.697
Araruama (RJ),2.065.779,2.063.934,2.251.793,2.476.384,2.515.123
Areal (RJ),238.990,271.557,294.171,315.905,325.726
Armação dos Búzios (RJ),3.434.438,3.983.707,2.282.739,1.472.824,1.713.499
Arraial do Cabo (RJ),1.126.464,1.130.032,801.489,664.032,724.388
Barra do Piraí (RJ),1.711.023,1.897.185,1.951.268,1.984.592,2.014.883
Barra Mansa (RJ),5.040.095,5.397.423,4.962.639,4.792.723,4.884.834
Belford Roxo (RJ),6.288.604,6.592.296,7.386.583,7.941.397,8.189.053
Bom Jardim (RJ),585.220,656.729,678.454,678.485,654.387
Bom Jesus do Itabapoana (RJ),578.889,606.058,668.437,710.393,728.093
Cabo Frio (RJ),16.866.050,17.208.139,10.639.148,7.207.340,8.600.620
Cachoeiras de Macacu (RJ),988.948,958.313,990.738,1.042.235,966.055
Cambuci (RJ),250.201,283.111,285.792,333.998,317.613
Carapebus (RJ),855.317,911.496,536.423,302.994,368.299
Comendador Levy Gasparian (RJ),221.394,254.202,333.015,349.233,361.375
Campos dos Goytacazes (RJ),58.372.358,58.004.933,34.158.330,17.274.332,21.110.490
Cantagalo (RJ),855.411,855.427,1.030.745,865.420,681.590
Cardoso Moreira (RJ),287.249,271.857,309.846,330.961,320.020
Carmo (RJ),349.826,355.383,393.923,466.417,416.980
Casimiro de Abreu (RJ),4.050.273,3.598.889,1.976.829,1.140.072,1.371.161
Conceição de Macabu (RJ),262.468,272.138,303.081,332.183,321.641
Cordeiro (RJ),290.832,316.893,342.590,345.983,463.597
Duas Barras (RJ),184.965,197.561,202.597,233.633,194.384
Duque de Caxias (RJ),24.855.259,28.862.819,35.294.440,41.539.673,40.904.756
Engenheiro Paulo de Frontin (RJ),180.252,222.111,248.001,259.200,248.268
Guapimirim (RJ),722.738,764.537,824.795,888.163,921.105
Iguaba Grande (RJ),317.326,361.777,394.993,426.113,462.238
Itaboraí (RJ),5.019.667,5.053.066,4.312.980,4.350.443,4.186.706
Itaguaí (RJ),6.989.537,7.930.534,7.401.614,7.861.566,7.568.805
Italva (RJ),255.849,279.816,323.089,330.552,327.528
Itaocara (RJ),394.498,1.024.007,496.245,502.289,503.244
Itaperuna (RJ),1.907.443,2.198.577,2.374.806,2.519.720,2.705.960
Itatiaia (RJ),2.645.466,3.276.893,3.571.717,3.604.719,4.363.453
Japeri (RJ),988.694,1.105.726,1.323.637,1.293.084,1.615.656
Laje do Muriaé (RJ),121.809,126.637,125.892,132.346,133.935
Macaé (RJ),19.032.651,21.419.170,19.671.569,17.571.148,15.378.420
Macuco (RJ),112.977,126.245,133.435,153.751,160.915
Magé (RJ),3.031.457,3.289.175,3.573.400,3.684.860,3.856.684
Mangaratiba (RJ),2.712.628,3.011.898,3.699.337,3.852.890,3.601.509
Maricá (RJ),7.198.531,9.757.408,9.576.205,5.854.082,11.456.251
Mendes (RJ),230.295,243.981,262.980,292.162,299.499
Mesquita (RJ),1.881.676,2.013.252,2.074.804,2.287.035,2.313.400
Miguel Pereira (RJ),583.916,644.125,650.016,681.750,654.041
Miracema (RJ),352.783,390.588,452.755,473.871,490.113
Natividade (RJ),222.117,240.135,223.271,250.928,246.256
Nilópolis (RJ),2.518.016,2.379.969,2.515.632,2.541.272,2.644.231
Niterói (RJ),20.048.694,24.642.144,25.496.901,23.019.309,27.489.576
Nova Friburgo (RJ),3.738.923,4.081.021,4.478.153,4.802.421,5.015.569
Nova Iguaçu (RJ),13.214.908,14.716.568,15.888.289,16.068.662,16.836.919
Paracambi (RJ),597.543,691.579,857.688,959.699,893.120
Paraíba do Sul (RJ),755.801,807.971,863.598,898.724,931.266
Paraty (RJ),3.157.541,3.671.118,2.222.637,1.252.001,1.591.755
Paty do Alferes (RJ),391.092,415.503,484.175,497.392,534.908
Petrópolis (RJ),9.501.646,11.070.793,11.497.016,12.693.830,12.817.939
Pinheiral (RJ),277.742,294.415,325.219,382.103,409.247
Piraí (RJ),1.578.737,1.563.986,1.745.385,1.981.325,1.858.360
Porciúncula (RJ),263.140,271.679,315.757,317.558,334.102
Porto Real (RJ),4.512.728,3.097.650,2.804.597,2.555.768,2.858.922
Quatis (RJ),261.053,264.162,243.645,248.237,255.484
Queimados (RJ),3.669.775,3.925.114,4.900.734,4.668.405,3.704.985
Quissamã (RJ),4.850.482,4.574.472,2.412.852,995.115,1.445.640
Resende (RJ),9.003.959,7.757.843,6.383.742,6.332.463,7.735.583
Rio Bonito (RJ),1.361.919,1.491.127,1.483.972,1.543.308,1.600.886
Rio Claro (RJ),289.025,297.151,325.951,334.235,359.021
Rio das Flores (RJ),170.263,177.114,182.359,256.668,243.838
Rio das Ostras (RJ),14.893.638,14.336.159,8.716.421,4.888.905,5.602.589
Rio de Janeiro (RJ),284.299.248,300.270.152,320.186.615,328.440.481,337.675.255
