Municipio,UF,População,Total Despesa
Ilicínea,MG,12061,19006970.44
Ilópolis,RS,4215,11753699.12
Imaculada,PB,11659,17777944.24
Imaruí,SC,11301,18178425.5
Imbaú,PR,12087,18161999.12
Imbituba,SC,42244,77299116.9
Imbituva,PR,30359,42440024.55
Imbuia,SC,5946,13347227.01
Imbé,RS,19338,57302759.97
Imbé de Minas,MG,6739,12965703.78
Imigrante,RS,3135,13715248.06
Imperatriz,MA,251468,468036405.72
Inaciolândia,GO,5979,19377867.7
Inajá,PE,21003,33272780.03
Inconfidentes,MG,7217,12483115.88
Indaiabira,MG,7528,15695894.56
Indaial,SC,60433,127879711.47
Indaiatuba,SP,222042,646287908.52
Independência,CE,25946,36222524.29
Independência,RS,6714,14877888.03
Indiana,SP,4951,11789072.98
Indianópolis,MG,6568,24960313.22
Indianópolis,PR,4456,12421097.07
Indiaporã,SP,3988,14834910.81
Indiara,GO,14560,27493405.41
Indiaroba,SE,16940,29953344.08
Indiavaí,MT,2491,10198990.23
Ingazeira,PE,4570,13081528.44
Ingaí,MG,2740,8208146.03
Ingá,PB,17912,28846235.38
Inhacorá,RS,2324,9315706.67
Inhambupe,BA,39938,57678833.04
Inhapi,AL,18516,32956146.74
Inhapim,MG,24882,30017640.26
Inhaúma,MG,6068,14173698.52
Inhuma,PI,15017,20362962.57
Inhumas,GO,50736,81866848.43
Inimutaba,MG,7297,11802418.74
Inocência,MS,7711,30066832.02
Inácio Martins,PR,11282,20466398.51
Inúbia Paulista,SP,3826,12003864.24
Iomerê,SC,2842,13964786.27
Ipaba,MG,17729,21581353.44
Ipameri,GO,25980,55753531.9
Ipanema,MG,19165,29435333.5
Ipanguaçu,RN,14814,24190407.36
Ipaporanga,CE,11500,23551868.85
Ipatinga,MG,253098,502665694.93
Ipaumirim,CE,12256,19636185.45
Ipaussu,SP,14383,34544074.09
Ipecaetá,BA,15753,25280779.3
Iperó,SP,31745,67936522.29
Ipeúna,SP,6638,24220499.18
Ipiaçu,MG,4250,16387980.29
Ipiaú,BA,47178,64746228.75
Ipiguá,SP,4858,13562229.65
Ipira,SC,4713,14407919.21
Ipiranga,PR,14809,27019569.67
Ipiranga de Goiás,GO,2930,9596473.95
Ipiranga do Norte,MT,6057,20250339.2
Ipiranga do Piauí,PI,9534,12858961.49
Ipiranga do Sul,RS,1990,10614654.75
Ipirá,BA,62253,78795198.37
Ipixuna,AM,25362,28172673.07
Ipixuna do Pará,PA,54609,74760257.85
Ipojuca,PE,87926,386215801.02
Iporanga,SP,4369,15907339.76
Iporá,GO,32143,43705439.93
Iporã,PR,15078,24721462.15
Iporã do Oeste,SC,8714,18530111.05
Ipu,CE,41190,62015832.91
Ipuaçu,SC,7123,17364985.88
Ipubi,PE,30037,49796175.88
Ipueira,RN,2190,8580085.97
Ipueiras,CE,38159,62406087.59
Ipueiras,TO,1804,6373908.56
Ipuiúna,MG,9942,16847786.52
Ipumirim,SC,7435,20409471.87
Ipupiara,BA,9992,17875665.57
Ipuã,SP,15184,40343269.84
Ipê,RS,6334,15518163.4
Iracema,CE,14011,27343268.6
Iracema,RR,9762,23544398.07
Iracema do Oeste,PR,2564,9392689.54
Iraceminha,SC,4212,10997325.79
Iracemápolis,SP,21815,48906245.02
Irajuba,BA,7471,16043970.62
Iramaia,BA,11412,24141518.56
Iranduba,AM,44503,75185747.44
Irani,SC,9948,20147300.57
Irapuru,SP,8123,14539072.13
Irapuã,SP,7666,16689052.36
Iraquara,BA,24882,35462720.88
Irará,BA,29579,49298359.28
Irati,PR,58957,78464475.57
Irati,SC,2067,8721861.6
Irauçuba,CE,23202,40443101.35
Iraí,RS,8132,13584290.88
Iraí de Minas,MG,6795,17938267.83
Irecê,BA,72041,87023831.74
Iretama,PR,10773,19042481.71
Irineópolis,SC,10843,21956978.16
Irituia,PA,31634,36800406.22
Irupi,ES,12798,30199939.82
Isaías Coelho,PI,8368,12425829.16
Israelândia,GO,2938,6270588.25
Itaara,RS,5268,11558999.97
Itabaiana,PB,24663,34733968.75
Itabaiana,SE,91873,131829802.73
Itabaianinha,SE,40821,58348142.45
Itabela,BA,30636,50311708.53
Itaberaba,BA,65806,97566403.45
Itaberaí,GO,38324,63671925.46
Itaberá,SP,18158,38787385.28
Itabi,SE,5048,12054277.43
Itabira,MG,115817,435022463.35
Itabirinha,MG,11224,16263881.49
Itabirito,MG,48614,201824809.6
Itabuna,BA,218124,302890372.56
Itacajá,TO,7363,12853099.17
Itacambira,MG,5241,12185516.68
Itacarambi,MG,18316,39156350.18
Itacaré,BA,26753,43105499.48
Itacoatiara,AM,94278,164905694.78
Itacuruba,PE,4643,26202180.39
Itacurubi,RS,3549,11898680.71
Itaeté,BA,15996,27333273.24
Itagi,BA,13433,21122314.64
Itagibá,BA,15829,41478370.83
Itagimirim,BA,7420,16746188.06
Itaguajé,PR,4659,12897908.5
Itaguara,MG,12999,23402322.52
Itaguari,GO,4673,11401439.72
Itaguaru,GO,5521,12074787.21
Itaguatins,TO,6092,9566622.35
Itaguaçu,ES,14844,34814234.06
Itaguaçu da Bahia,BA,14392,26975762.69
Itaguaí,RJ,115542,446330366.57
Itainópolis,PI,11302,21242473.72
Itaipava do Grajaú,MA,14084,24571289.82
Itaipulândia,PR,9869,52908810.05
Itaipé,MG,12403,19422286.02
Itaitinga,CE,37705,55108837.74
Itaituba,PA,98363,177003458.74
Itaiçaba,CE,7567,14303219.62
Itaiópolis,SC,21015,38758258.69
Itajaí,SC,197809,802052677.25
Itajobi,SP,15104,40571346.64
Itaju,SP,3505,12123387.46
Itaju do Colônia,BA,7507,16080675.68
Itajubá,MG,94940,129449491.64
Itajuípe,BA,21884,25733873.29
Itajá,GO,5050,17473675.34
Itajá,RN,7336,10900175.19
Italva,RJ,14405,41011147.29
Itamaraju,BA,67128,119418635.0
Itamarandiba,MG,33804,50574368.29
Itamarati,AM,8232,24672212.27
Itamarati de Minas,MG,4270,12080712.41
Itamari,BA,8259,18806190.28
Itambacuri,MG,23528,35721443.86
Itambaracá,PR,6887,17012155.73
Itambé,BA,23723,37250094.79
Itambé,PE,36233,33915347.95
Itambé,PR,6173,12534188.03
Itambé do Mato Dentro,MG,2281,8730428.92
Itamogi,MG,10572,19636790.22
Itamonte,MG,14855,31556404.0
Itanhandu,MG,14902,24931365.17
Itanhangá,MT,5794,13454228.52
Itanhaém,SP,93696,290690449.95
Itanhomi,MG,12280,18704632.17
Itanhém,BA,20735,33000254.83
Itaobim,MG,21569,29129107.44
Itaocara,RJ,22870,51764927.76
Itapaci,GO,20161,29974097.57
Itapagipe,MG,14501,35142248.18
Itapajé,CE,50211,77642890.4
Itaparica,BA,22329,37046021.81
Itapebi,BA,10942,29053293.26
Itapecerica,MG,22054,23899963.83
Itapecerica da Serra,SP,163363,302760100.47
Itapecuru Mirim,MA,64951,92109081.8
Itapejara d'Oeste,PR,11211,24889060.47
Itapema,SC,52923,136124903.69
Itapemirim,ES,33610,166947054.29
Itaperuna,RJ,98004,187795132.41
Itaperuçu,PR,25974,31528081.7
Itapetim,PE,13932,21088324.34
Itapetinga,BA,74652,112222405.46
Itapetininga,SP,153810,288898966.38
Itapeva,MG,9236,20285670.39
Itapeva,SP,91807,209486579.57
Itapevi,SP,217005,441150644.45
Itapicuru,BA,35255,57192992.02
Itapipoca,CE,122220,173278703.75
Itapira,SP,72048,182960087.89
Itapiranga,AM,8774,20670619.04
Itapiranga,SC,16107,40913580.17
Itapirapuã,GO,7264,16725222.08
Itapirapuã Paulista,SP,4081,11249899.79
Itapiratins,TO,3690,9064056.52
Itapissuma,PE,25220,52565544.62
Itapitanga,BA,10799,15972088.21
Itapiúna,CE,19409,29724820.45
Itaporanga,PB,24128,29286863.7
Itaporanga,SP,15064,32977403.31
Itaporanga d'Ajuda,SE,32496,61973181.75
Itapororoca,PB,17918,22953546.36
Itaporã,MS,22231,36723166.74
Itaporã do Tocantins,TO,2488,7148802.46
Itapoá,SC,16899,53910688.48
Itapuca,RS,2358,9791819.97
Itapura,SP,4629,22045316.92
Itapuranga,GO,26695,39480275.4
Itapuã do Oeste,RO,9661,18821611.3
Itapuí,SP,13023,28517765.41
Itapé,BA,10682,18355837.5
Itaquaquecetuba,SP,344558,401578795.1
Itaquara,BA,8231,13862891.99
Itaqui,RS,39173,87224109.04
Itaquiraí,MS,19672,38486923.91
Itaquitinga,PE,16638,38934142.42
Itarana,ES,11349,24943092.59
Itarantim,BA,19837,33621972.12
Itararé,SP,49818,89628666.37
Itarema,CE,39494,56361430.7
Itariri,SP,16441,27524593.77
Itarumã,GO,6700,26153628.25
Itati,RS,2625,9681078.71
Itatiaia,RJ,29744,114796546.91
Itatiaiuçu,MG,10563,62877661.57
Itatiba,SP,109907,279212251.46
Itatiba do Sul,RS,4106,12917560.98
Itatim,BA,14700,29441692.1
Itatinga,SP,19297,45150683.54
Itatira,CE,19861,35888115.46
Itatuba,PB,10590,15416912.0
Itaubal,AP,4722,10023308.34
Itaueira,PI,10806,17598065.82
Itauçu,GO,8893,14161118.2
Itaverava,MG,5833,9567910.3
Itaí,SP,25535,67801997.12
Itaíba,PE,26651,45566452.84
Itaóca,SP,3332,10904708.73
Itaú,RN,5822,12493129.24
Itaú de Minas,MG,15694,42534226.98
Itaúba,MT,4238,15832748.12
Itaúna,MG,90084,159081187.86
Itaúna do Sul,PR,3476,9010196.74
Itinga,MG,14963,19974434.14
Itinga do Maranhão,MA,25269,45031303.31
Itiquira,MT,12109,39352567.07
Itirapina,SP,16709,46276802.26
Itirapuã,SP,6232,15199228.49
Itiruçu,BA,13267,20598279.89
Itiúba,BA,38330,55888903.52
Itobi,SP,7807,13433373.27
Itororó,BA,21106,30180890.94
Itu,SP,163882,432570202.53
Ituaçu,BA,19211,31286558.31
Ituberá,BA,28639,49765169.93
Itueta,MG,6051,15945947.84
Ituiutaba,MG,102020,192607860.82
Itumbiara,GO,98484,234819369.03
Itumirim,MG,6263,9623221.23
Itupeva,SP,51082,176922211.4
Itupiranga,PA,51711,75814926.63
Ituporanga,SC,23490,43643537.2
Iturama,MG,36837,91759277.89
Itutinga,MG,3976,11396229.64
Ituverava,SP,40552,100924939.94
Itá,SC,6420,31685589.81
Itápolis,SP,41920,79843789.81
Iuiú,BA,11253,20710604.25
Ivaiporã,PR,32699,45670943.19
Ivatuba,PR,3159,9788972.93
Ivaté,PR,7901,17201399.59
Ivaí,PR,13451,17260151.14
Ivinhema,MS,22832,65207339.55
Ivolândia,GO,2651,9966940.44
Ivorá,RS,2166,9644397.96
Ivoti,RS,21450,46734051.82
Içara,SC,51416,125496035.24
Iúna,ES,29258,51833193.44
Jaboatão dos Guararapes,PE,675599,920384574.76
Jaborandi,BA,9417,24964662.68
Jaborandi,SP,6846,20551509.78
Jaborá,SC,4057,13851920.52
Jaboti,PR,5135,11208765.39
Jaboticaba,RS,4156,10478655.83
Jaboticabal,SP,75041,206048860.81
Jaboticatubas,MG,18508,30733105.39
Jacaraci,BA,15350,22049623.26
Jacaraú,PB,14248,24214976.7
Jacareacanga,PA,41487,53649681.03
Jacarezinho,PR,40221,61566496.85
Jacareí,SP,223064,581240360.31
Jacaré dos Homens,AL,5511,15371678.89
Jaci,SP,6233,16144183.09
Jaciara,MT,26157,51399798.89
Jacinto,MG,12511,19908716.42
Jacinto Machado,SC,10677,20771441.49
Jacobina,BA,84328,128786854.77
Jacobina do Piauí,PI,5710,12247199.12
Jacuizinho,RS,2623,9541510.18
Jacundá,PA,54376,78023197.29
Jacupiranga,SP,17801,34015435.27
Jacutinga,MG,24354,46587421.62
Jacutinga,RS,3724,11933150.55
Jacuí,MG,7755,13300840.13
Jacuípe,AL,7193,14227413.4
Jaguapitã,PR,12939,30592321.27
Jaguaquara,BA,54902,67052525.47
Jaguarari,BA,32740,63109448.05
Jaguaraçu,MG,3112,10017140.96
Jaguaretama,CE,18040,32180626.79
Jaguari,RS,11675,23369380.58
Jaguariaíva,PR,34096,56351332.13
Jaguaribara,CE,10892,20226764.02
Jaguaribe,CE,34683,62367807.43
Jaguaripe,BA,18114,33084827.35
Jaguariúna,SP,49497,221326733.65
Jaguaruana,CE,33174,49459319.91
Jaguaruna,SC,18425,36478923.32
Jaguarão,RS,28482,44721170.4
Jaguaré,ES,27599,74501686.97
Jaicós,PI,18501,27162959.1
Jales,SP,48724,91876669.16
Jambeiro,SP,5868,25313892.03
Jampruca,MG,5303,12394839.39
Janaúba,MG,70041,106186222.78
Jandaia,GO,6291,21184808.14
Jandaia do Sul,PR,21057,35594664.6
Jandaíra,BA,10997,23760320.36
Jandaíra,RN,7086,13398158.89
Jandira,SP,116041,187751364.0
Janduís,RN,5453,11718542.29
Jangada,MT,7851,13150397.88
Janiópolis,PR,6341,15242757.44
Januária,MG,67875,76707769.91
Japaratinga,AL,8234,14385056.86
Japaratuba,SE,17903,67570845.63
Japaraíba,MG,4168,11607957.91
Japeri,RJ,98393,142009684.87
Japi,RN,5490,11168225.07
Japira,PR,5058,12423947.19
Japoatã,SE,13253,21888333.15
Japonvar,MG,8599,16418384.66
Japorã,MS,8288,21470736.06
Japurá,AM,6083,21582202.05
Japurá,PR,9020,18961210.43
Jaqueira,PE,11696,25505193.44
Jaquirana,RS,4199,12960838.38
Jaraguari,MS,6696,15492655.37
Jaraguá,GO,45291,61559171.52
Jaraguá do Sul,SC,156519,476854063.86
Jaramataia,AL,5718,14303719.3
Jardim,CE,27067,45248040.78
Jardim,MS,25180,51693847.99
Jardim Alegre,PR,12371,19656002.37
Jardim Olinda,PR,1424,10631530.81
Jardim de Angicos,RN,2676,9132632.85
Jardim de Piranhas,RN,14342,22631431.64
Jardim do Mulato,PI,4389,9036227.0
Jardim do Seridó,RN,12526,16597298.56
Jardinópolis,SC,1721,9131771.98
Jardinópolis,SP,40640,88717151.8
Jari,RS,3665,12726740.74
Jarinu,SP,26353,71879342.76
Jaru,RO,55597,76679711.61
Jataizinho,PR,12387,19740211.85
Jataí,GO,93759,237073480.33
Jataúba,PE,16679,30826976.03
Jateí,MS,4051,26221160.56
Jati,CE,7764,18958737.71
Jatobá,MA,9360,15671393.7
Jatobá,PE,14464,25749356.73
Jatobá do Piauí,PI,4743,11082563.02
Jaupaci,GO,3044,5391006.23
Jauru,MT,9728,19240518.15
Jaçanã,RN,8573,15910672.32
Jaíba,MG,36098,43178284.98
Jaú,SP,140077,246905608.98
Jaú do Tocantins,TO,3698,9893054.16
Jeceaba,MG,5387,27982055.85
Jenipapo de Minas,MG,7479,13131382.61
Jenipapo dos Vieiras,MA,15899,27746418.2
Jequeri,MG,13041,21026621.33
Jequitaí,MG,8069,13374851.92
Jequitibá,MG,5307,12700107.16
Jequitinhonha,MG,25150,35252556.14
Jequiá da Praia,AL,11969,29041003.95
Jequié,BA,161391,231525529.54
Jeremoabo,BA,40587,65117558.45
Jericó,PB,7689,12919668.05
Jeriquara,SP,3230,13462660.91
Jerumenha,PI,4403,9934783.68
Jerônimo Monteiro,ES,11707,28123627.06
Jesuânia,MG,4899,11320991.91
Jesuítas,PR,9072,17540411.46
Jesúpolis,GO,2411,8829063.02
Ji-Paraná,RO,128026,158047829.6
Jijoca de Jericoacoara,CE,18292,35266281.17
Jiquiriçá,BA,14936,21051281.18
Jitaúna,BA,13667,23717992.11
Joanésia,MG,5305,11610949.52
Joanópolis,SP,12492,25579632.49
Joaquim Felício,MG,4538,11442612.59
Joaquim Nabuco,PE,16056,34095558.56
Joaquim Pires,PI,14032,20231670.47
Joaquim Távora,PR,11347,20477143.49
Joaçaba,SC,28398,91509579.58
Joaíma,MG,15483,24533441.17
Joca Claudino,PB,2669,11293897.52
Joca Marques,PI,5253,12272161.64
Joinville,SC,546981,1278267391.66
Jordânia,MG,10744,15811077.66
Jordão,AC,7147,16561492.22
Joselândia,MA,15755,24549581.93
Josenópolis,MG,4778,10726953.15
José Boiteux,SC,4837,11721931.2
José Bonifácio,SP,34846,72140012.31
José Gonçalves de Minas,MG,4656,12305807.02
José Raydan,MG,4681,11507040.4
José da Penha,RN,6049,12850292.91
José de Freitas,PI,38005,54946416.22
Joviânia,GO,7374,16693858.52
João Alfredo,PE,32355,47810454.42
João Costa,PI,2971,8886152.55
João Câmara,RN,34057,53272666.32
João Dias,RN,2687,9304586.03
João Dourado,BA,24633,34815377.01
João Lisboa,MA,23450,32647283.15
João Monlevade,MG,77474,147434968.0
João Neiva,ES,16869,36605315.95
João Pessoa,PB,769607,1622809777.45
João Pinheiro,MG,47549,69475421.48
João Ramalho,SP,4361,16099635.61
Juara,MT,33353,54359189.55
Juarez Távora,PB,7742,11414066.52
Juarina,TO,2262,7453299.64
Juatuba,MG,24255,65671415.11
Juazeirinho,PB,17565,28525092.45
Juazeiro,BA,214748,368093102.13
Juazeiro do Norte,CE,261289,312478982.4
Juazeiro do Piauí,PI,4828,10358486.75
Jucati,PE,11061,21280652.47
Jucurutu,RN,18366,34024690.25
Jucuruçu,BA,10403,17608017.32
Jucás,CE,24351,38582665.17
Juiz de Fora,MG,545942,1091963793.2
Jumirim,SP,3042,12560163.62
Junco do Maranhão,MA,3653,11901802.77
Junco do Seridó,PB,6934,11341872.16
Jundiaí,SP,393920,1381638892.69
Jundiá,AL,4275,12353728.28
Jundiá,RN,3790,8287448.92
Junqueiro,AL,25073,46265066.34
Junqueirópolis,SP,19765,48238014.36
Jupi,PE,14325,31532561.29
Jupiá,SC,2158,9276644.92
Juquitiba,SP,30239,57061682.79
Juquiá,SP,19535,42598142.32
Juramento,MG,4288,10847153.12
Juranda,PR,7755,15466429.66
Jurema,PE,15050,25381401.99
Jurema,PI,4623,11987282.07
Juripiranga,PB,10560,18252663.76
Juru,PB,9919,15482705.41
Juruaia,MG,9887,20639201.85
Juruena,MT,12900,19917468.12
Juruti,PA,51483,97336694.38
Juruá,AM,12408,45571970.28
Juscimeira,MT,11252,20740270.22
Jussara,BA,15848,29310720.6
Jussara,GO,19458,41343032.31
Jussara,PR,6897,17663375.82
Jussari,BA,6493,15662267.21
Jussiape,BA,7741,13509060.32
Jutaí,AM,17376,32791075.68
Juti,MS,6241,19672936.27
Juvenília,MG,5863,11910985.34
Juína,MT,39592,71900918.16
Jóia,RS,8629,20949117.52
Júlio Borges,PI,5479,11504108.07
Júlio Mesquita,SP,4639,13574195.11
Júlio de Castilhos,RS,20097,43542673.18
Kaloré,PR,4511,10992158.16
Lacerdópolis,SC,2242,9552862.14
Ladainha,MG,17782,27085381.87
Ladário,MS,21106,38982285.61
Lafaiete Coutinho,BA,4017,11364441.52
Lagamar,MG,7802,15043072.33
Lagarto,SE,100330,137293916.38
Lages,SC,158961,402895112.29
Lago Verde,MA,15742,25600213.34
Lago da Pedra,MA,48002,67369036.56
Lago do Junco,MA,9873,18861660.28
Lago dos Rodrigues,MA,8775,17061468.3
Lagoa,PB,4710,10231944.71
Lagoa Alegre,PI,8245,12572990.03
Lagoa Bonita do Sul,RS,2795,9431571.35
Lagoa Dourada,MG,12808,22369082.36
Lagoa Formosa,MG,17885,38454793.44
Lagoa Grande,MG,9134,16689869.93
Lagoa Grande,PE,24183,46621125.93
Lagoa Grande do Maranhão,MA,12687,23916674.1
Lagoa Nova,RN,14942,24802667.32
Lagoa Real,BA,15542,24909727.08
Lagoa Salgada,RN,8009,26451063.32
Lagoa Santa,GO,1377,9227626.21
Lagoa Santa,MG,57589,139976687.12
Lagoa Seca,PB,26788,38314412.8
Lagoa Vermelha,RS,28406,51801273.67
Lagoa d'Anta,RN,6587,11980954.15
Lagoa da Canoa,AL,18566,37190163.6
Lagoa da Confusão,TO,11525,19507888.84
Lagoa da Prata,MG,49089,64013819.69
Lagoa de Dentro,PB,7564,15615752.43
Lagoa de Itaenga,PE,21210,44119439.16
Lagoa de Pedras,RN,7372,14057975.05
Lagoa de São Francisco,PI,6566,11769266.32
Lagoa de Velhos,RN,2759,9451511.26
Lagoa do Carro,PE,17034,24237381.0
Lagoa do Mato,MA,10989,21320693.18
Lagoa do Ouro,PE,12685,28538064.05
Lagoa do Piauí,PI,3948,9600390.11
Lagoa do Sítio,PI,4995,11144178.03
Lagoa do Tocantins,TO,3875,8183430.57
Lagoa dos Gatos,PE,16100,29620444.36
Lagoa dos Patos,MG,4298,11379680.08
Lagoa dos Três Cantos,RS,1648,9689644.94
Lagoinha,SP,4966,13101034.71
Lagoinha do Piauí,PI,2741,7204490.56
Lagoão,RS,6467,14693689.8
Laguna,SC,43979,73610362.81
Laguna Carapã,MS,6851,28000416.63
Laje,BA,24207,39855080.36
Laje do Muriaé,RJ,7385,30008418.27
Lajeado,RS,76187,165333247.75
Lajeado,TO,2956,19872808.14
Lajeado Grande,SC,1488,9177300.02
Lajeado Novo,MA,7211,12805137.34
Lajeado do Bugre,RS,2579,8472539.05
Lajedinho,BA,4079,11362810.95
Lajedo,PE,38545,68207112.21
Lajedo do Tabocal,BA,8847,14572011.78
Lajedão,BA,3971,13575863.75
Lajes,RN,10977,19984971.47
Lajes Pintadas,RN,4784,10788096.04
Lajinha,MG,20219,40659161.36
Lamarão,BA,9673,82490639.9
Lambari,MG,20453,30434286.6
Lambari D'Oeste,MT,5647,14339293.85
Lamim,MG,3524,8792202.56
Landri Sales,PI,5266,11375712.62
Lapa,PR,47023,85984416.81
Lapão,BA,27338,46640614.17
Laranja da Terra,ES,11418,26280356.45
Laranjal,MG,6740,13047445.37
Laranjal,PR,6384,13459167.72
Laranjal Paulista,SP,26853,67145033.44
Laranjal do Jari,AP,43832,73565900.78
Laranjeiras,SE,28533,83426313.26
Laranjeiras do Sul,PR,31936,55438414.14
Lassance,MG,6663,18123171.1
Lastro,PB,2809,9579223.49
Laurentino,SC,6402,14574697.41
Lauro Muller,SC,14841,28722168.56
Lauro de Freitas,BA,184383,339513595.44
Lavras,MG,98172,174183224.34
Lavras da Mangabeira,CE,31435,44395885.81
Lavras do Sul,RS,7862,21391473.39
Lavrinhas,SP,6950,16979958.16
Lavínia,SP,9995,21239038.41
Leandro Ferreira,MG,3296,10354603.27
Lebon Régis,SC,12077,20802736.99
Leme,SP,97505,199519750.74
Leme do Prado,MG,4965,11320336.5
Lençóis,BA,11300,20965558.25
Lençóis Paulista,SP,65026,167337170.83
Leoberto Leal,SC,3298,10385101.65
Leopoldina,MG,52915,62597363.73
Leopoldo de Bulhões,GO,8133,15582920.53
Leópolis,PR,4200,12748292.96
Liberato Salzano,RS,5827,13156405.38
Liberdade,MG,5401,11816279.12
Licínio de Almeida,BA,12962,21504434.93
Lidianópolis,PR,3891,19656002.37
Lima Campos,MA,11580,20445713.1
Lima Duarte,MG,16740,24314070.22
Limeira,SP,291748,671740179.96
Limeira do Oeste,MG,7269,22809141.73
Limoeiro,PE,56407,81593275.24
Limoeiro de Anadia,AL,28244,43991994.27
Limoeiro do Ajuru,PA,26542,41719082.3
Limoeiro do Norte,CE,57372,91438869.1
Lindoeste,PR,5309,13705210.23
Lindolfo Collor,RS,5567,13726404.03
Lindóia,SP,7265,19456767.09
Lindóia do Sul,SC,4674,14715632.95
Linha Nova,RS,1692,7339982.17
Linhares,ES,157814,439390952.0
Lins,SP,75117,137275062.6
Livramento,PB,7320,12826638.88
Livramento de Nossa Senhora,BA,45236,58340478.41
Lizarda,TO,3806,7297261.75
Loanda,PR,22288,35362778.23
Lobato,PR,4626,13306622.19
Logradouro,PB,4157,10120452.23
Londrina,PR,537566,1207297064.53
Lontra,MG,8821,13023371.0
Lontras,SC,11005,23805667.29
Lorena,SP,86337,134555513.38
Loreto,MA,11714,19915776.45
Lourdes,SP,2227,10085774.26
Louveira,SP,41700,266869747.92
Lucas do Rio Verde,MT,52843,126865998.46
Lucena,PB,12460,24966743.02
Lucianópolis,SP,2345,9746364.47
Luciara,MT,2148,7631099.74
Lucrécia,RN,3860,12459373.78
Lucélia,SP,20918,41422388.59
Luisburgo,MG,6407,12246413.24
Luislândia,MG,6660,11744648.0
Luiz Alves,SC,11395,24053692.17
Luiziana,PR,7487,21369584.03
Luiziânia,SP,5384,14582353.83
Luminárias,MG,5571,10709000.18
Lunardelli,PR,5193,12955056.95
Lupionópolis,PR,4805,12927675.71
Lupércio,SP,4523,15425960.81
Lutécia,SP,2754,12499301.34
Luz,MG,18168,33782082.34
Luzerna,SC,5698,14894782.28
Luzinópolis,TO,2847,7466413.44
Luziânia,GO,188181,272958636.93
Luís Correia,PI,29252,42719760.01
Luís Domingues,MA,6697,8975380.83
Luís Eduardo Magalhães,BA,73061,169668742.75
Luís Gomes,RN,10042,16310200.32
Macajuba,BA,11835,21341549.83
Macambira,SE,6723,13377278.23
Macaparana,PE,24793,35935063.3
Macapá,AP,437256,526041228.95
Macarani,BA,18419,31607279.48
Macatuba,SP,16909,48649084.6
Macau,RN,30749,93951489.58
Macaubal,SP,7978,17609350.49
Macaé,RJ,224442,1764435489.66
Macaíba,RN,75548,104530587.69
Macaúbas,BA,49436,75629645.38
Macedônia,SP,3756,12452966.87
Maceió,AL,996733,1619057684.27
Machacalis,MG,7200,12570754.66
Machadinho,RS,5660,15180583.13
Machadinho D'Oeste,RO,35633,53165439.2
Machado,MG,40760,65397844.92
Machados,PE,14770,20448268.63
Macieira,SC,1831,8603871.14
Macuco,RJ,5360,34266973.57
Macururé,BA,8417,16587619.81
Madalena,CE,19017,35682795.2
Madeiro,PI,8034,13530965.3
Madre de Deus,BA,19600,128540691.35
Madre de Deus de Minas,MG,5091,11760986.09
Maetinga,BA,5972,13708808.07
Mafra,SC,54708,94917030.24
Magalhães Barata,PA,8240,11687221.53
Magalhães de Almeida,MA,18680,44416882.63
Magda,SP,3246,16387053.29
Magé,RJ,232419,395404691.54
Maiquinique,BA,9864,15546256.27
Mairi,BA,20194,32669895.83
Mairinque,SP,45436,103207982.46
Mairiporã,SP,88883,169961325.49
Mairipotaba,GO,2433,9219387.09
Major Gercino,SC,3375,9201315.31
Major Isidoro,AL,19874,35741296.43
Major Sales,RN,3805,10094328.36
Major Vieira,SC,7782,15584096.55
Malacacheta,MG,19228,28698625.76
Malhada,BA,17375,30501319.15
Malhada de Pedras,BA,8942,16020839.75
Malhada dos Bois,SE,3610,12225010.33
Malhador,SE,12501,18350273.62
Mallet,PR,13475,20764000.14
Malta,PB,5679,9822604.74
